"Invalid attribute type","Invalid attribute type"
"Invalid character encountered in increment ID: %s","유효하지 않은 문자가 증가 ID에 포함되어있습니다.: %s"
"Invalid date","유효하지 않은 날짜"
"Invalid default date","유효하지 않은 기본 날짜"
"Invalid default decimal value","유효하지 않은 기본 소수형 값"
"Invalid entity specified","유효하지 않은 entity 지정됨"
"Invalid entity supplied.","유효하지 않은 entity 가 공급됨."
"Invalid entity supplied: %s","유효하지 않은 entity 가 공급됨: %s"
"Invalid entity type","유효하지 않은 entity 타입"
"Invalid entity_id, skipping the record.","유효하지 않은 entity_id, 이 결과를 통과합니다."
"Invalid entity_type specified: %s","유효하지 않은 entity_type 지정됨: %s"
"Invalid foreign key","유효하지 않은 foreign key"
"Invalid form type.","유효하지 않은 form type."
"Invalid joint fields","유효하지 않은 joint fields"
"Invalid store specified","유효하지 않은 상점이 지정됨"
"Invalid type given. String expected","Invalid type given. String expected"
"Joined field with this alias is already declared","Joined field with this alias is already declared"
"Joint field or attribute expression with this alias is already declared","Joint field or attribute expression with this alias is already declared"
"Letters","Letters"
"Letters (a-z, A-Z) or Numbers (0-9)","Letters (a-z, A-Z) or Numbers (0-9)"
"Loaded %d records","%d 개 결과 로드"
"Maximum length of attribute code must be less then %s symbols","Maximum length of attribute code must be less then %s symbols"
"Multiple Select","Multiple Select"
"No","No"
"No options found in config node %s","No options found in config node %s"
"None","None"
"Not shared with other products","Not shared with other products"
"Problem loading the collection, aborting. Error: %s","Problem loading the collection, aborting. Error: %s"
"Problem saving the collection, aborting. Error: %s","Problem saving the collection, aborting. Error: %s"
"Required","Required"
"Saved %d record(s).","Saved %d record(s)."
"Source model ""%s"" not found for attribute ""%s""","Source model ""%s"" not found for attribute ""%s"""
"System","System"
"Text Area","Text Area"
"Text Field","Text Field"
"The value of attribute ""%s"" must be unique","The value of attribute ""%s"" must be unique"
"The value of attribute ""%s"" must be unique.","The value of attribute ""%s"" must be unique."
"This attribute is used in configurable products","This attribute is used in configurable products"
"URL","URL"
"Unique Value","Unique Value"
"Unique Value (not shared with other products)","Unique Value (not shared with other products)"
"Unknown parameter","Unknown parameter"
"Values Required","Values Required"
"Wrong attribute group ID","Wrong attribute group ID"
"Wrong attribute set ID","Wrong attribute set ID"
"Wrong entity ID","Wrong entity ID"
"Wrong type definition for %s","Wrong type definition for %s"
"Yes","Yes"
"Yes/No","Yes/No"
