"Add New URL Rewrite","신규 URL Rewrite 추가"
"Add New User","신규 사용자 추가"
"Add New Variable","신규 변수 추가"
"Add Products","상품 추가"
"Add URL Rewrite","URL Rewrite 추가"
"Add URL Rewrite for a Category","카테고리 URL Rewrite 추가"
"Add URL Rewrite for a Product","상품 URL Rewrite 추가"
"Add after","Add after"
"Additional Cache Management","캐시 추가 관리"
"Address Type:","주소 유형"
"Admin","관리자"
"Advanced Admin Section","고급 관리 영역"
"Advanced Profiles","상세 프로파일"
"Advanced Section","상세 영역"
"After authorization application will have access to you account.","After authorization application will have access to you account."
"All","전체"
"All Allowed Countries","All Allowed Countries"
"All Cache","전체 캐시"
"All Files","전체 파일"
"All Reviews","전체 리뷰"
"All Store Views","All Store Views"
"All Tags","전체 테그"
"All Websites","전체 웹사이트"
"All countries","전체 국가"
"All fields","All fields"
"All possible rates were fetched, please click on ""Save"" to apply","All possible rates were fetched, please click on ""Save"" to apply"
"All rates were fetched, please click on ""Save"" to apply","All rates were fetched, please click on ""Save"" to apply"
"All valid rates have been saved.","All valid rates have been saved."
"Always (during development)","Always (during development)"
"Amounts","수량"
"An error has occured while syncronizing media storages.","미디어 스토리지를 동기화하는 동안 오류가 발생했습니다."
"An error occurred while clearing the JavaScript/CSS cache.","자바스크립트/스타일시트 캐시를 삭제하는 동안 오류가 발생했습니다."
"An error occurred while clearing the image cache.","이미지 캐시를 삭제하는 동안 오류가 발생했습니다."
"An error occurred while deleting URL Rewrite.","URL Rewrite 를 삭제하는 동안 오류가 발생했습니다."
"An error occurred while deleting email template data. Please review log and try again.","이메일 템플릿 데이터를 삭제하는 동안 오류가 발생했습니다. 로그를 검토하고 다시 시도하십시오."
"An error occurred while deleting record(s).","레코드(를) 삭제하는 동안 오류가 발생했습니다."
"An error occurred while deleting this role.","이 역할을 삭제하는 동안 오류가 발생했습니다."
"An error occurred while deleting this set.","이 설정을 삭제하는 동안 오류가 발생했습니다."
"An error occurred while deleting this template.","이 템플릿을 삭제하는 동안 오류가 발생했습니다."
"An error occurred while finishing process. Please refresh the cache","절차(process)를 마무리하는 동안 오류가 발생했습니다. 캐시를 새로 고치십시오."
"An error occurred while rebuilding the CatalogInventory Stock Status.","An error occurred while rebuilding the CatalogInventory Stock Status."
"An error occurred while rebuilding the catalog index.","An error occurred while rebuilding the catalog index."
"An error occurred while rebuilding the flat catalog category.","An error occurred while rebuilding the flat catalog category."
"An error occurred while rebuilding the flat product catalog.","An error occurred while rebuilding the flat product catalog."
"An error occurred while rebuilding the search index.","An error occurred while rebuilding the search index."
"An error occurred while refreshing the Catalog Rewrites.","An error occurred while refreshing the Catalog Rewrites."
"An error occurred while refreshing the Layered Navigation indices.","An error occurred while refreshing the Layered Navigation indices."
"An error occurred while refreshing the catalog rewrites.","An error occurred while refreshing the catalog rewrites."
"An error occurred while refreshing the layered navigation indices.","An error occurred while refreshing the layered navigation indices."
"An error occurred while saving URL Rewrite.","An error occurred while saving URL Rewrite."
"An error occurred while saving account.","An error occurred while saving account."
"An error occurred while saving review.","An error occurred while saving review."
"An error occurred while saving the customer.","An error occurred while saving the customer."
"An error occurred while saving this configuration:","An error occurred while saving this configuration:"
"An error occurred while saving this role.","An error occurred while saving this role."
"An error occurred while saving this template.","An error occurred while saving this template."
"An error occurred while updating the selected review(s).","An error occurred while updating the selected review(s)."
"Any","Any"
"Any Attribute Set","Any Attribute Set"
"Any Group","Any Group"
"Any Status","Any Status"
"Any Store","Any Store"
"Any Type","Any Type"
"Any Visibility","Any Visibility"
"Any data created since the backup was made will be lost including admin users, customers and orders.","Any data created since the backup was made will be lost including admin users, customers and orders."
"Archive file name:","Archive file name:"
"Are you sure that you want to delete this template?","Are you sure that you want to delete this template?"
"Are you sure that you want to strip tags?","Are you sure that you want to strip tags?"
"Are you sure you want to do this?","Are you sure you want to do this?"
"Are you sure you want to proceed?","Are you sure you want to proceed?"
"Area","Area"
"As low as:","As low as:"
"Assigned","Assigned"
"Associated Tags","Associated Tags"
"Attribute Set Name:","Attribute Set Name:"
"Attributes","속성"
"Authorization confirmed","Authorization confirmed"
"Authorize","Authorize"
"Authorize application","Authorize application"
"Authorized OAuth Tokens","Authorized OAuth Tokens"
"Automatic (equalize price ranges)","Automatic (equalize price ranges)"
"Automatic (equalize product counts)","Automatic (equalize product counts)"
"Average Order Amount","평균 주문 금액"
"Average Orders","평균 주문량"
"BINARY","바이너리"
"Back","Back"
"Back to Login","Back to Login"
"Backup","백업"
"Backup Name","Backup Name"
"Backup options","Backup options"
"Backups","Backups"
"Base currency","기본통화"
"Bcc","숨은 참조"
"Bestsellers","가장 많이 팔린 상품"
"Billing Address","대금 결제 주소"
"Billing Address: ","대금 결제 주소: "
"Billing Agreement","결제 계약"
"Billing Agreements","결제 계약"
"Block Information","Block Information"
"Both (without and with tax)","Both (without and with tax)"
"Both IPN and PDT","Both IPN and PDT"
"Browse Files...","Browse Files..."
"Bundle with dynamic pricing cannot include custom defined options. Options will not be saved.","Bundle with dynamic pricing cannot include custom defined options. Options will not be saved."
"CMS","CMS"
"CRITICAL","CRITICAL"
"CSV","CSV"
"CSV / Tab separated","CSV / Tab separated"
"Cache Control","캐시 제어"
"Cache Control (beta)","캐시 제어 (베타)"
"Cache Management","캐시 관리"
"Cache Type","캐시 유형"
"Cancel","취소"
"Cannot add new comment.","Cannot add new comment."
"Cannot add tracking number.","Cannot add tracking number."
"Cannot create an invoice without products.","Cannot create an invoice without products."
"Cannot create credit memo for the order.","Cannot create credit memo for the order."
"Cannot delete the design change.","Cannot delete the design change."
"Cannot delete tracking number.","Cannot delete tracking number."
"Cannot do shipment for the order separately from invoice.","Cannot do shipment for the order separately from invoice."
"Cannot do shipment for the order.","Cannot do shipment for the order."
"Cannot initialize shipment for adding tracking number.","Cannot initialize shipment for adding tracking number."
"Cannot initialize shipment for delete tracking number.","Cannot initialize shipment for delete tracking number."
"Cannot load track with retrieving identifier.","Cannot load track with retrieving identifier."
"Cannot retrieve tracking number detail.","Cannot retrieve tracking number detail."
"Cannot save shipment.","Cannot save shipment."
"Cannot save the credit memo.","Cannot save the credit memo."
"Cannot send shipment information.","Cannot send shipment information."
"Cannot update item quantity.","Cannot update item quantity."
"Cannot update the item\'s quantity.","Cannot update the item\'s quantity."
"Card Verification Number","Card Verification Number"
"Catalog","카탈로그"
"Catalog Price Rules","카탈로그 가격 정책관리"
"Catalog Rewrites","카탈로그 재작성"
"Categories","카테고리"
"Category","카테고리"
"Category:","카테고리:"
"Chart is disabled. If you want to enable chart, click <a href=""%s"">here</a>.","차트를 사용할 수 없습니다. 차트를 사용하려면, <a href=""%s"">여기</a>를 클릭하세요."
"Checkbox","체크박스"
"Child Transactions","Child Transactions"
"Choose Store View:","Store View 를 선택하세요:"
"Choose an attribute","attribute 를 선택하세요"
"Chosen category does not associated with any website, so url rewrite is not possible.","Chosen category does not associated with any website, so url rewrite is not possible."
"Chosen product does not associated with any website, so url rewrite is not possible.","Chosen product does not associated with any website, so url rewrite is not possible."
"Clear","지우기"
"Close","닫기"
"Code","코드"
"Comment text field cannot be empty.","Comment text field cannot be empty."
"Complete","완료"
"Config form fieldset clone model required to be able to clone fields","Config form fieldset clone model required to be able to clone fields"
"Configuration","구성"
"Confirm New Password","새 비밀번호 확인"
"Confirm token authorization Pop Up for admin","Confirm token authorization Pop Up for admin"
"Confirm token authorization for admin","Confirm token authorization for admin"
"Confirmation Of Authorization","Confirmation Of Authorization"
"Confirmed email:","Confirmed email:"
"Connect with the Magento Community","마젠토 커뮤니티"
"Continue","계속"
"Convert to Plain Text","Convert to Plain Text"
"Cookie (unsafe)","Cookie (unsafe)"
"Country","Country"
"Country:","Country:"
"Coupons","Coupons"
"Create","Create"
"Create DB Backup","Create DB Backup"
"Create New Attribute","새로운 속성 생성"
"Create URL Rewrite:","Create URL Rewrite:"
"Created At","Created At"
"Credit Card %s","Credit Card %s"
"Credit Card Number","Credit Card Number"
"Credit Card Number: xxxx-%s","Credit Card Number: xxxx-%s"
"Credit Card Type","Credit Card Type"
"Credit Card Type: %s","Credit Card Type: %s"
"Credit Memo History","Credit Memo History"
"Credit Memo Totals","Credit Memo Totals"
"Credit Memos","결제 메모 관리"
"Credit memo #%s comment added","Credit memo #%s comment added"
"Credit memo #%s created","Credit memo #%s created"
"Credit memo\'s total must be positive.","Credit memo\'s total must be positive."
"Currency","Currency"
"Currency ""%s"" is used as %s in %s.","Currency ""%s"" is used as %s in %s."
"Currency Information","통화 정보"
"Currency Setup Section","Currency Setup Section"
"Current Configuration Scope:","현재 설정 범위:"
"Current Month","Current Month"
"Custom","Custom"
"Custom Variable ""%s""","Custom Variable ""%s"""
"Custom Variables","사용자 속성"
"Customer","고객"
"Customer Group:","Customer Group:"
"Customer Groups","고객 그룹 관리"
"Customer Name","고객명"
"Customer Reviews","고객 리뷰"
"Customer Shopping Carts","Customer Shopping Carts"
"Customer Since:","Customer Since:"
"Customer Tax Classes","사용자 등록 세금클래스 관리"
"Customer with the same email already exists.","Customer with the same email already exists."
"Customers","고객"
"Customers by Number of Orders","고객당 주문수"
"Customers by Orders Total","고객당 총 주문"
"DHTML Date/Time Selector","DHTML Date/Time Selector"
"Dashboard","대시보드"
"Data Format","Data Format"
"Data transfer:","Data transfer:"
"Database","데이터베이스"
"Dataflow - Advanced Profiles","Dataflow - Advanced Profiles"
"Dataflow - Profiles","Dataflow - Profiles"
"Date","Date"
"Date & Time","Date & Time"
"Date Added","Date Added"
"Date Updated","Date Updated"
"Date selection:","Date selection:"
"Date selector","Date selector"
"Day","Day"
"Decimal separator:","Decimal separator:"
"Default (Admin) Values","Default (Admin) Values"
"Default Billing Address","Default Billing Address"
"Default Config","기본 설정"
"Default Template from Locale","Default Template from Locale"
"Default Values","Default Values"
"Default display currency ""%s"" is not available in allowed currencies.","Default display currency ""%s"" is not available in allowed currencies."
"Default scope","Default scope"
"Delete","삭제"
"Delete %s","Delete %s"
"Delete %s '%s'","Delete %s '%s'"
"Delete File","파일 삭제"
"Delete Image","이미지 삭제"
"Delete Profile","프로파일 삭제"
"Delete Role","역할 삭제"
"Delete Store","상점 삭제"
"Delete Store View","Delete Store View"
"Delete Template","템플릿 삭제"
"Delete User","사용자 삭제"
"Delete Website","웹사이트 삭제"
"Description","상세 설명"
"Design","디자인"
"Design Section","디자인 영역"
"Details","세부사항"
"Developer Section","개발자 영역"
"Direction:","Direction:"
"Disable","비활성"
"Disabled","비활성화"
"Display %s first","Display %s first"
"Display default currency","Display default currency"
"Distributed under GNU LGPL. See %s for details.","Distributed under GNU LGPL. See %s for details."
"Do you really want to KILL parallel process and start new indexing process?","Do you really want to KILL parallel process and start new indexing process?"
"Do you really want to proceed?","Do you really want to proceed?"
"Download","다운로드"
"Downloads","다운로드"
"Drag to move","Drag to move"
"Drop-down","Drop-down"
"Edit","수정"
"Edit Design Change","디자인 변경 수정"
"Edit Email Template","이메일 템플릿 수정"
"Edit Order","주문 수정"
"Edit Poll","설문 조사 수정"
"Edit Queue","Edit Queue"
"Edit Review","리뷰 수정"
"Edit Role","Edit Role"
"Edit Store View","Edit Store View"
"Edit System Template","Edit System Template"
"Edit Template","템플릿 수정"
"Edit URL Rewrite","Edit URL Rewrite"
"Edit User","사용자 수정"
"Edit User '%s'","Edit User '%s'"
"Edit Website","Edit Website"
"Email","Email"
"Email Address:","Email Address:"
"Email Preview","Email Preview"
"Email to a Friend","친구에게 메일 공유"
"Email:","이메일:"
"Enable","활성"
"Enabled","활성화"
"Enclose Values In:","Enclose Values In:"
"Entity Attributes","Entity Attributes"
"Entity Type","Entity Type"
"Entity type:","Entity type:"
"Error","에러"
"Excel XML","Excel XML"
"Excl. Tax","Excl. Tax"
"Exclude media folder from backup","Exclude media folder from backup"
"Expiration Date","Expiration Date"
"Expiration Date: %s/%s","Expiration Date: %s/%s"
"Export","Export"
"Export CSV","Export CSV"
"Export Filters","Export Filters"
"Export to:","Export to:"
"Export:","Export:"
"FTP Host","FTP Host"
"FTP Host[:Port]","FTP Host[:Port]"
"FTP Login","FTP Login"
"FTP Password","FTP Password"
"FTP credentials","FTP credentials"
"Failed","Failed"
"Failed to add a product to cart by id ""%s"".","Failed to add a product to cart by id ""%s""."
"Failed to cancel the billing agreement.","Failed to cancel the billing agreement."
"Failed to clear the JavaScript/CSS cache.","Failed to clear the JavaScript/CSS cache."
"Failed to delete the billing agreement.","Failed to delete the billing agreement."
"Failed to update the profile.","Failed to update the profile."
"Field","Field"
"Field Mapping","Field Mapping"
"File","파일"
"File Information","파일 정보"
"File System","파일 시스템"
"File mode","File mode"
"File name:","File name:"
"File size should be more than 0 bytes","File size should be more than 0 bytes"
"Finished profile execution.","Finished profile execution."
"First Invoice Created Date","First Invoice Created Date"
"First Name","First Name"
"First Name is required field.","First Name is required field."
"First Name:","First Name:"
"Fixed","Fixed"
"Flush Catalog Images Cache","상품 이미지 캐시 삭제"
"Flush JavaScript/CSS Cache","JavaScript/CSS 캐시 삭제"
"For category","For category"
"For latest version visit: %s","For latest version visit: %s"
"For product","For product"
"Forgot Admin Password","Forgot Admin Password"
"Forgot your password?","비밀번호 재발급"
"Forgot your user name or password?","사용자 ID나 비밀번호를 재발급 하시겠습니까?"
"From","From"
"GLOBAL","GLOBAL"
"Gb","Gb"
"General Information","기본 정보"
"General Section","기본 영역"
"Get Image Base64","Get Image Base64"
"Get help for this page","현재 페이지 도움말 보기"
"Give the verifier code to application administrator","Give the verifier code to application administrator"
"Global Attribute","Global Attribute"
"Global Record Search","Global Record Search"
"Global Search","Global Search"
"Go Today","Go Today"
"Go to messages inbox","메시지 수신함으로 이동"
"Go to notifications","알림 이동 "
"Google Base","Google Base"
"Google Content","구글 컨텐츠"
"Google Sitemaps","구글 사이트맵"
"Grand Total","Grand Total"
"Grid (default) / List","(기본) 그리드 / 리스트"
"Grid Only","그리드 전용"
"Group:","그룹:"
"Guest","손님"
"HTTP (unsecure)","HTTP (unsecure)"
"HTTPS (SSL)","HTTPS (SSL)"
"Help Us Keep Magento Healthy - Report All Bugs","마젠토를 사용자들을 위하여 모든 문제점을 알려주세요."
"Helper attributes should not be used in custom layout updates.","Helper attributes should not be used in custom layout updates."
"Helper for options rendering doesn't implement required interface.","Helper for options rendering doesn't implement required interface."
"Home","홈"
"ID","ID"
"ID Path","ID Path"
"IP Address","IP Address"
"IPN (Instant Payment Notification) Only","IPN (Instant Payment Notification) Only"
"Id","Id"
"If there is an account associated with %s you will receive an email with a link to reset your password.","If there is an account associated with %s you will receive an email with a link to reset your password."
"If this message persists, please contact the store owner.","If this message persists, please contact the store owner."
"If you do not specify an option value for a specific store view then the default (Admin) value will be used.","If you do not specify an option value for a specific store view then the default (Admin) value will be used."
"Images (.gif, .jpg, .png)","이미지 (.gif, .jpg, .png)"
"Images Cache","이미지 캐시"
"Import","Import"
"Import Service","Import Service"
"Import and Export","Import and Export"
"Import and Export Tax Rates","Import and Export Tax Rates"
"Import/Export","Import/Export"
"Import/Export Advanced","Import/Export Advanced"
"Import/Export Profile","Import/Export Profile"
"Important: ","중요: "
"Imported <strong>%s</strong> records","Imported <strong>%s</strong> records"
"In","In"
"In Database:","In Database:"
"In File:","In File:"
"Inactive","Inactive"
"Incl. Tax","Incl. Tax"
"Incoming Message","Incoming Message"
"Insert Variable...","Insert Variable..."
"Interactive","Interactive"
"Interface Locale: %s","지역선택 : %s"
"Invalid Form Key. Please refresh the page.","Invalid Form Key. Please refresh the page."
"Invalid Import Service Specified","Invalid Import Service Specified"
"Invalid POST data (please check post_max_size and upload_max_filesize settings in your php.ini file).","Invalid POST data (please check post_max_size and upload_max_filesize settings in your php.ini file)."
"Invalid Secret Key. Please refresh the page.","Invalid Secret Key. Please refresh the page."
"Invalid User Name or Password.","사용자명이나 비밀번호를 잘못 입력하셨습니다."
"Invalid directory: %s","Invalid directory: %s"
"Invalid email address ""%s"".","""%s""은 잘못된 이메일 주소 입니다."
"Invalid email address.","잘못된 이메일 주소 입니다."
"Invalid file: %s","Invalid file: %s"
"Invalid input data for %s => %s rate","Invalid input data for %s => %s rate"
"Invalid parent block for this block","Invalid parent block for this block"
"Invalid parent block for this block.","Invalid parent block for this block."
"Invalid password reset token.","Invalid password reset token."
"Invalid sender name ""%s"". Please use only visible characters and spaces.","Invalid sender name ""%s"". Please use only visible characters and spaces."
"Invalid timezone","Invalid timezone"
"Invalidated","Invalidated"
"Inventory Stock Status","Inventory Stock Status"
"Invoice #%s comment added","주문서 #%s 댓글 추가"
"Invoice #%s created","주문서 #%s 가 생성"
"Invoice History","주문서 이력"
"Invoice Totals","주문서 총합"
"Invoice canceling error.","Invoice canceling error."
"Invoice capturing error.","Invoice capturing error."
"Invoice voiding error.","Invoice voiding error."
"Invoices","주문서"
"Is Closed","Is Closed"
"Is Default","Is Default"
"Issue Number","이슈 번호"
"Items","Items"
"JavaScript seems to be disabled in your browser.","JavaScript seems to be disabled in your browser."
"JavaScript/CSS","JavaScript/CSS"
"JavaScript/CSS Cache","JavaScript/CSS Cache"
"Kb","Kb"
"Last 24 Hours","최근 24 시간"
"Last 5 Orders","최근 5 주문"
"Last 5 Search Terms","최근 5 검색 조건"
"Last 7 Days","최근 7 일"
"Last Credit Memo Created Date","Last Credit Memo Created Date"
"Last Invoice Created Date","Last Invoice Created Date"
"Last Logged In (%s):","Last Logged In (%s):"
"Last Logged In:","Last Logged In:"
"Last Name","성"
"Last Name is required field.","Last Name is required field."
"Last Name:","성:"
"Last updated: %s. To refresh last day\'s <a href=""%s"">statistics</a>, click <a href=""%s"">here</a>.","Last updated: %s. To refresh last day\'s <a href=""%s"">statistics</a>, click <a href=""%s"">here</a>."
"Latest Message:","최신 메시지:"
"Layered Navigation Indices","Layered Navigation Indices"
"Layered Navigation Indices were refreshed.","Layered Navigation Indices were refreshed."
"Leave empty to use tax identifier","Leave empty to use tax identifier"
"Lifetime Sales","Lifetime Sales"
"Lifetime statistics have been updated.","Lifetime statistics have been updated."
"Links","Links"
"Links with associated products will retain only after saving current product.","Links with associated products will retain only after saving current product."
"List (default) / Grid","List (default) / Grid"
"List Only","List Only"
"Load Template","Load Template"
"Load default template","Load default template"
"Loading...","로딩..."
"Local Server","Local Server"
"Local/Remote Server","Local/Remote Server"
"Locale","Locale"
"Log In","Log In"
"Log Out","로그아웃"
"Log in to Admin Panel","어드민 페이지에 오신것을 환영 합니다."
"Log in to use <strong>%s</strong>","Log in to use <strong>%s</strong>"
"Log into Magento Admin Page","Log into Magento Admin Page"
"Logged in as %s","%s님 반갑습니다."
"Login","로그인"
"Low Stock","Low Stock"
"MAJOR","MAJOR"
"MINOR","MINOR"
"MS Excel XML","MS Excel XML"
"Magento Admin","마젠토 관리자"
"Magento Commerce - Administrative Panel","Magento Commerce - Administrative Panel"
"Magento Connect","마젠토 커넥트"
"Magento Connect Manager","마젠토 커넥트 매니저"
"Magento Logo","마젠토 로고"
"Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc.","Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc."
"Magento root directory","마젠토 최상위 디렉터리"
"Magento ver. %s","마젠토 버전. %s"
"Magento&trade; is a trademark of Magento Inc.<br/>Copyright &copy; %s Magento Inc.","Magento&trade; is a trademark of Magento Inc.<br/>Copyright &copy; %s Magento Inc."
"Make sure that data encoding in the file is consistent and saved in one of supported encodings (UTF-8 or ANSI).","Make sure that data encoding in the file is consistent and saved in one of supported encodings (UTF-8 or ANSI)."
"Manage Attribute Sets","속성그룹 관리"
"Manage Attributes","속성 관리"
"Manage Categories","카테고리 관리"
"Manage Content","Manage Content"
"Manage Currency Rates","Manage Currency Rates"
"Manage Currency Symbols","Manage Currency Symbols"
"Manage Customers","고객 관리"
"Manage Options (values of your attribute)","Manage Options (values of your attribute)"
"Manage Ratings","Manage Ratings"
"Manage Stores","상점 관리"
"Manage Tax Rules","세금정책 관리"
"Manage Tax Zones and Rates","Manage Tax Zones and Rates"
"Manage Titles (Size, Color, etc.)","Manage Titles (Size, Color, etc.)"
"Manual","매뉴얼"
"Matched Expression","Matched Expression"
"Maximum sender name length is 255. Please correct your settings.","Maximum sender name length is 255. Please correct your settings."
"Mb","Mb"
"Media (.avi, .flv, .swf)","Media (.avi, .flv, .swf)"
"Media storages synchronization has completed!","Media storages synchronization has completed!"
"Messages Inbox","Messages Inbox"
"Month","월별"
"Most Viewed","가장 많이 본"
"Most Viewed Products","가장 많이 본 상품"
"Multiple Select","다중선택"
"My Account","내 계정"
"My Applications","My Applications"
"N/A","N/A"
"NOTICE","NOTICE"
"Name","이름"
"Name on Card","Name on Card"
"Name on the Card: %s","Name on the Card: %s"
"Name:","Name:"
"Never (production)","Never (production)"
"New ","신규 "
"New API Key","신규 API 키"
"New Accounts","신규 고객"
"New Attribute","New Attribute"
"New Block","New Block"
"New Category","New Category"
"New Class","New Class"
"New Condition","New Condition"
"New Custom Variable","New Custom Variable"
"New Customer","신규고객"
"New Customers","신규고객 관리"
"New Design Change","New Design Change"
"New Email Template","New Email Template"
"New Group","새로운 그룹"
"New Invoice","New Invoice"
"New Item Type","New Item Type"
"New Memo","New Memo"
"New Memo for #%s","New Memo for #%s"
"New Page","새로운 페이지"
"New Password","새로운 비밀번호"
"New Poll","New Poll"
"New Profile","New Profile"
"New Rate","New Rate"
"New Rating","New Rating"
"New Review","New Review"
"New Role","New Role"
"New Rule","신규 정책"
"New Search","New Search"
"New Set","New Set"
"New Shipment","New Shipment"
"New Sitemap","New Sitemap"
"New Store View","New Store View"
"New System Template","New System Template"
"New Tag","New Tag"
"New Template","New Template"
"New User","New User"
"New Variable","New Variable"
"New Website","New Website"
"New attribute set mapping","New attribute set mapping"
"New password field cannot be empty.","New password field cannot be empty."
"Newsletter","뉴스레터"
"Newsletter Problems","Newsletter Problems"
"Newsletter Queue","Newsletter Queue"
"Newsletter Subscribers","Newsletter Subscribers"
"Newsletter Templates","뉴스레터 템플릿"
"Next month (hold for menu)","Next month (hold for menu)"
"Next year (hold for menu)","Next year (hold for menu)"
"No","No"
"No (price without tax)","No (price without tax)"
"No Data","No Data"
"No Data Found","데이터가 없습니다."
"No Templates Found","No Templates Found"
"No change","No change"
"No customer id defined.","No customer id defined."
"No information available.","No information available."
"No profile loaded...","No profile loaded..."
"No records found for this period.","이 기간동안 검색결과가 없습니다."
"No records found.","검색결과가 없습니다.."
"No report code specified.","No report code specified."
"No search keywords.","No search keywords."
"No search modules were registered","No search modules were registered"
"No wishlist item id defined.","No wishlist item id defined."
"None","None"
"Note:","노트:"
"Notes","노트"
"Notifications","알림"
"Number of Orders","주문 수량"
"Number of Uses","사용자수"
"Number of Views","노출수"
"Number of records:","Number of records:"
"OAuth Consumers","OAuth Consumers"
"OAuth authorization for admin","OAuth authorization for admin"
"OAuth authorization simple for admin","OAuth authorization simple for admin"
"OK","OK"
"Old rate:","Old rate:"
"Once you log into your PayPal Advanced account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below","Once you log into your PayPal Advanced account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below"
"Once you log into your PayPal Payflow Link account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below","Once you log into your PayPal Payflow Link account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below"
"One or more media files failed to be synchronized during the media storages syncronization process. Refer to the log file for details.","One or more media files failed to be synchronized during the media storages syncronization process. Refer to the log file for details."
"One or more of the Cache Types are invalidated:","One or more of the Cache Types are invalidated:"
"Online Customers","온라인 고객 관리"
"Only Once (version upgrade)","Only Once (version upgrade)"
"Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available.","Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available."
"Only mapped fields","Only mapped fields"
"Optional","Optional"
"Options","옵션"
"Options is required","필수 옵션입니다"
"Order","주문"
"Order #%s","Order #%s"
"Order #%s (%s)","Order #%s (%s)"
"Order Created Date","Order Created Date"
"Order ID","Order ID"
"Order Totals","Order Totals"
"Order Updated Date","Order Updated Date"
