"Invalid shipping address for (%s)","유효하지 않은 배송 주소 (%s)"
"Invalid store specified, skipping the record.","유효하지 않은 상점이 지정됨, 이 항목을 통과 합니다."
"Invalid website, skipping the record, line: %s","유효하지 않은 웹사이트, 이 항목을 통과 합니다, line: %s"
"Last Activity","Last Activity"
"Last Date Subscribed","마지막 구독"
"Last Date Unsubscribed","마지막 구독취소"
"Last Name","Last Name"
"Last URL","Last URL"
"Leave empty for default (15 minutes).","공란으로 두시면 기본값으로 설정됩니다. (15 분)."
"Leave empty for default (2). Valid range: 1-4","공란으로 두시면 기본값을 설정됩니다. (2). 유효범위 : 1-4"
"Lifetime Sales","Lifetime Sales"
"Log In","로그인"
"Log Out","로그아웃"
"Login","로그인"
"Login Information","로그인 정보"
"Login Options","로그인 옵션"
"Login and password are required.","로그인과 비밀번호가 필요합니다."
"Login or Create an Account","로그인 혹은 계정등록"
"MM","MM"
"Manage Addresses","주소 관리"
"Manage Customers","고객 관리"
"Maximum length must be less then %s symbols","최대값은 %s 자보다 작아야 합니다."
"Missing email, skipping the record, line: %s","이메일이 없습니다, 이 항목을 통과 합니다, line: %s"
"Missing email, skipping the record.","이메일이 없습니다, 이 항목을 통과 합니다."
"Missing first name, skipping the record, line: %s","이름이 없습니다, 이 항목을 통과 합니다, line: %s"
"Missing firstname, skipping the record.","이름이 없습니다, 이 항목을 통과 합니다."
"Missing last name, skipping the record, line: %s","성이 없습니다, 이 항목을 통과 합니다, line: %s"
"Missing lastname, skipping the record.","성이 없습니다, 이 항목을 통과 합니다."
"Missing website, skipping the record, line: %s","웹사이트가 없습니다, 이 항목을 통과 합니다, line: %s"
"Month","Month"
"My Account","내 계정"
"My Account Wrapper","My Account Wrapper"
"My Dashboard","내 대쉬보드"
"My Orders","내 주문"
"Name","이름"
"Name and Address Options","이름과 주소 옵션"
"Never","절대"
"New Address","신규 주소"
"New Address Entry","신규 주소 항목"
"New Customer","신규 고객"
"New Customer Address","신규 고객 주소"
"New Customer Group","신규 고객 그룹"
"New Customer Groups","신규 고객 그룹"
"New Customers","신규고객"
"New Group","New Group"
"New Password","신규 비밀번호"
"New account","신규 계정"
"New account confirmation key","신규 계정 확인 키"
"New account confirmed","신규 계정 확인"
"New password field cannot be empty.","신규 비밀번호는 필수값 입니다."
"Newsletter","뉴스레터"
"Newsletter Finish","뉴스레터 종료"
"Newsletter Information","뉴스레터 정보"
"Newsletter Received","뉴스레터 수신"
"Newsletter Start","뉴스레터 시작"
"Newsletter Subscription","뉴스레터 구독"
"Newsletters","뉴스레터"
"No Items Found","품목을 찾을 수 없습니다."
"No Newsletter Found","뉴스레터를 찾을 수 없습니다."
"No customer collections found","고객 정보를 찾을 수 없습니다."
"No item specified.","품목이 지정되지 않았습니다."
"Not Sent","Not Sent"
"Not confirmed, can login","확인하지 않고 로그인 가능합니다."
"Not confirmed, cannot login","확인되지 않으면 로그인이 불가능합니다."
"Number of Lines in a Street Address ","Number of Lines in a Street Address "
"Offline","오프라인"
"Online","온라인"
"Online Customers","온라인 고객"
"Online Customers Options","온라인 고객 옵션"
"Online Minutes Interval","고객 세션 유지시간 (분)"
"Order #","주문 #"
"Order Total","주문 총합"
"Orders","주문"
"PDF","PDF"
"Password","비밀번호"
"Password Management","비밀번호 관리"
"Password Options","비밀번호 옵션"
"Password forgotten","비밀번호 찾기"
"Password:","비밀번호:"
"Paused","Paused"
"Pending","대기"
"Per Website","Per Website"
"Personal Information","개인정보"
"Please enter a number 1 or greater in this field.","Please enter a number 1 or greater in this field."
"Please enter a valid date between %s and %s at %s.","Please enter a valid date between %s and %s at %s."
"Please enter a valid date equal to or greater than %s at %s.","Please enter a valid date equal to or greater than %s at %s."
"Please enter a valid date less than or equal to %s at %s.","Please enter a valid date less than or equal to %s at %s."
"Please enter the city.","Please enter the city."
"Please enter the country.","Please enter the country."
"Please enter the first name.","Please enter the first name."
"Please enter the last name.","Please enter the last name."
"Please enter the state/province.","Please enter the state/province."
"Please enter the street.","Please enter the street."
"Please enter the telephone number.","Please enter the telephone number."
"Please enter the zip/postal code.","Please enter the zip/postal code."
"Please enter your email address below. You will receive a link to reset your password.","Please enter your email address below. You will receive a link to reset your password."
"Please enter your email below and we\'ll send you confirmation link for it.","Please enter your email below and we\'ll send you confirmation link for it."
"Please enter your email.","Please enter your email."
"Please make sure your passwords match.","Please make sure your passwords match."
"Please select a website which contains store view","Please select a website which contains store view"
"Please select region, state or province","Please select region, state or province"
"Please, check your email for confirmation key.","Please, check your email for confirmation key."
"Prefix Dropdown Options","Prefix Dropdown Options"
"Price","가격"
"Product","Product"
"Product ID","Product ID"
"Product Name","상품명"
"Product Reviews","Product Reviews"
"Product Tags","Product Tags"
"Purchase On","Purchase On"
"Purchased On","Purchased On"
"Qty","Qty"
"Recent Orders","최근 주문"
"Records for %s store found.","%s 상점이 검색되었습니다."
"Recovery Link Expiration Period (days)","Recovery Link Expiration Period (days)"
"Redirect Customer to Account Dashboard after Logging in","로그인후 고객 계정 대쉬보드로 이동"
"Refunded","Refunded"
"Registered Customers","등록고객"
"Remind Email Template","Remind Email Template"
"Remind Password","Remind Password"
"Remove","Remove"
"Require Emails Confirmation","Require Emails Confirmation"
"Reset a Password","Reset a Password"
"Retrieve address data","Retrieve address data"
"Retrieve address info","Retrieve address info"
"Retrieve customer addresses","Retrieve customer addresses"
"Retrieve customer data","Retrieve customer data"
"Retrieve customer groups","Retrieve customer groups"
"Retrieve customer info","Retrieve customer info"
"Retrieve customers","Retrieve customers"
"Retrieve your confirmation link here","Retrieve your confirmation link here"
"Retrieve your password here","Retrieve your password here"
"SKU","SKU"
"Sales Statistics","Sales Statistics"
"Save","Save"
"Save Address","Save Address"
"Save Customer","Save Customer"
"Save Customer Group","Save Customer Group"
"Save Password","Save Password"
"Save and Continue Edit","저장하고 계속 편집하기"
"Saved %d record(s)","Saved %d record(s)"
"Semicolon (;) separated values.<br/>Put semicolon in the beginning for empty first option.<br/>Leave empty for open text field.","Semicolon (;) separated values.<br/>Put semicolon in the beginning for empty first option.<br/>Leave empty for open text field."
"Send Auto-Generated Password","Send Auto-Generated Password"
"Send From","Send From"
"Send Welcome Email","Send Welcome Email"
"Send Welcome Email after Confirmation","Send Welcome Email after Confirmation"
"Send confirmation link","Send confirmation link"
"Sending","Sending"
"Sent","Sent"
"Session Start Time","Session Start Time"
"Set as Default Billing Address","Set as Default Billing Address"
"Set as Default Shipping Address","Set as Default Shipping Address"
"Share Customer Accounts","고객 계정 공유"
"Shipped to First Name","이름으로 배송"
"Shipped to Last Name","성으로 배송"
"Shipped to Name","이름으로 배송"
"Shopping Cart","장바구니"
"Shopping Cart - %d item(s)","Shopping Cart - %d item(s)"
"Shopping Cart of %1$s - %2$d item(s)","Shopping Cart of %1$s - %2$d item(s)"
"Show Date of Birth","Show Date of Birth"
"Show Gender","Show Gender"
"Show Middle Name (initial)","Show Middle Name (initial)"
"Show Prefix","Show Prefix"
"Show Suffix","Show Suffix"
"Show Tax/VAT Number","Show Tax/VAT Number"
"Show VAT Number on Frontend","프론트에 VAT 번호 노출"
"Sign Up for Newsletter","Sign Up for Newsletter"
"Skipping import row, required field ""%s"" is not defined.","Skipping import row, required field ""%s"" is not defined."
"Skipping import row, website ""%s"" field does not exist.","Skipping import row, website ""%s"" field does not exist."
"State/Province","State/Province"
"Status","상태"
"Store","상점"
"Store View","Store View"
"Street Address","Street Address"
"Street Address %s","Street Address %s"
"Subject","Subject"
"Submit","Submit"
"Subscribe to Newsletter","Subscribe to Newsletter"
"Subscribed to Newsletter?","Subscribed to Newsletter?"
"Suffix Dropdown Options","Suffix Dropdown Options"
"Tag Name","Tag Name"
"Tax Calculation Based On","Tax Calculation Based On"
"Tax Class","Tax Class"
"Tax/VAT number","Tax/VAT number"
"Telephone","Telephone"
"Text","Text"
"Text One Line","Text One Line"
"Thank you for registering with %s.","Thank you for registering with %s."
"The Date of Birth is required.","The Date of Birth is required."
"The TAX/VAT number is required.","The TAX/VAT number is required."
"The VAT ID entered (%s) is not a valid VAT ID.","The VAT ID entered (%s) is not a valid VAT ID."
"The VAT ID entered (%s) is not a valid VAT ID. The customer would belong to Customer Group %s.","The VAT ID entered (%s) is not a valid VAT ID. The customer would belong to Customer Group %s."
"The VAT ID is valid. The current Customer Group will be used.","The VAT ID is valid. The current Customer Group will be used."
"The account information has been saved.","The account information has been saved."
"The address does not belong to this customer.","The address does not belong to this customer."
"The address has been deleted.","The address has been deleted."
"The address has been saved.","The address has been saved."
"The customer ID and email did not match, skipping the record, line: %s","The customer ID and email did not match, skipping the record, line: %s"
"The customer does not have default billing address.","The customer does not have default billing address."
"The customer email (%s) already exists, skipping the record, line: %s","The customer email (%s) already exists, skipping the record, line: %s"
"The customer group has been deleted.","The customer group has been deleted."
"The customer group has been saved.","The customer group has been saved."
"The customer is currently assigned to Customer Group %s.","The customer is currently assigned to Customer Group %s."
"The first name cannot be empty.","The first name cannot be empty."
"The group ""%s"" cannot be deleted","The group ""%s"" cannot be deleted"
"The last name cannot be empty.","The last name cannot be empty."
"The minimum password length is %s","The minimum password length is %s"
"The password cannot be empty.","The password cannot be empty."
"The password must have at least 6 characters. Leading or trailing spaces will be ignored.","The password must have at least 6 characters. Leading or trailing spaces will be ignored."
"The suffix that goes after name (Jr., Sr., etc.)","The suffix that goes after name (Jr., Sr., etc.)"
"The title that goes before name (Mr., Mrs., etc.)","The title that goes before name (Mr., Mrs., etc.)"
"There are no items in customer's wishlist at the moment","There are no items in customer's wishlist at the moment"
"There are no items in customer\'s shopping cart at the moment","There are no items in customer\'s shopping cart at the moment"
"There is already an account with this email address. If you are sure that it is your email address, <a href=""%s"">click here</a> to get your password and access your account.","There is already an account with this email address. If you are sure that it is your email address, <a href=""%s"">click here</a> to get your password and access your account."
"There was an error validating the VAT ID.","There was an error validating the VAT ID."
"There was an error validating the VAT ID. The customer would belong to Customer Group %s.","There was an error validating the VAT ID. The customer would belong to Customer Group %s."
"This account is not confirmed.","This account is not confirmed."
"This customer email already exists","This customer email already exists"
"This customer has no saved addresses.","This customer has no saved addresses."
"This email does not require confirmation.","This email does not require confirmation."
"This email will be sent instead of default welcome email, after account confirmation.","This email will be sent instead of default welcome email, after account confirmation."
"This is My Default %s Address","This is My Default %s Address"
"To Cart","장바구니로 보내기"
"To show VAT number on frontend, set Show VAT Number on Frontend option to Yes.","VAT 번호를 프론트에 노출을 위해서 ""프론트 VAT 번호 노출""을 예로 선택하세요."
"Total","Total"
"Type","Type"
"Unable to save the customer.","고객정보가 저장되지 않았습니다."
"Unknown","알려지지 않음"
"Unsubscribe from Newsletter","뉴스레더 구독해지"
"Update","수정"
"Update customer address data","고객 주소 정보 수정"
"Update customer data","고객 정보 수정"
"Use as My Default %s Address","%s를 기본 주소로 사용"
"Use as My Default Billing Address","기본 결제주소로 설정"
"Use as My Default Shipping Address","기본 배송주소로 설정"
"Use as my default billing address","기본 결제주소로 설정"
"Use as my default shipping address","기본 배송주소로 설정"
"VAT Number","VAT 번호"
"VAT Request Date","VAT 요청일"
"VAT Request Identifier","VAT Request Identifier"
"Validate VAT Number","VAT 번호 검증"
"Validate on Each Transaction","각 거래 검증"
"Validation Error Group","그룹 검증 에러"
"View","보기"
"View Order","주문보기"
"Visitor","방문자"
"Visitors Only","방문자 전용"
"Website","웹사이트"
"Welcome Email","환영 이메일"
"Wishlist","찜목록"
"Wishlist - %d item(s)","찜목록 - %d 품목"
"Would you like to change the Customer Group for this order?","이 주문의 고객 그룹을 바꾸시겠습니까?"
"Wrong confirmation key.","Wrong confirmation key."
"Wrong customer account specified.","Wrong customer account specified."
"Wrong email.","잘못된 이메일."
"Wrong transactional account email type","잘못된 거래 계정 이메일 타입"
"YYYY","YYYY"
"Year","Year"
"You are currently not subscribed to any newsletter.","현재 어떤 뉴스레터도 구독하지 않았습니다."
"You are currently not subscribed to our newsletter.","현재 우리 뉴스레터를 구독하지 않았습니다."
"You are currently subscribed to 'General Subscription'.","You are currently subscribed to 'General Subscription'."
"You are currently subscribed to our newsletter.","You are currently subscribed to our newsletter."
"You are now logged out","지금 로그아웃 됩니다."
"You have logged out and will be redirected to our homepage in 5 seconds.","로그아웃 5초 후에 홈페이지로 이동합니다."
"You have no additional address entries in your address book.","주소록에 추가 주소 항목이 없습니다."
"You have no additional entries in your address book.","주소록에 추가 항목이 없습니다."
"You have no default billing address in your address book.","주소록에 기본 결제주소가 없습니다."
"You have no default entries in your address book.","주소록에 기본 항목이 없습니다."
"You have no default shipping address in your address book.","주소록에 기분 배송주소가 없습니다."
"You have not set a default billing address.","기본 결제주소를 설정하셔야 합니다."
"You have not set a default shipping address.","기본 배송주소를 설정하셔야 합니다."
"You have placed no orders yet.","You have placed no orders yet."
"You have placed no products yet.","You have placed no products yet."
"You will be charged tax.","You will be charged tax."
"You will not be charged tax.","You will not be charged tax."
"Your Tax ID cannot be validated.","Your Tax ID cannot be validated."
"Your VAT ID was successfully validated.","Your VAT ID was successfully validated."
"Your account balance is: %s","Your account balance is: %s"
"ZIP","ZIP"
"ZIP/Post Code","우편번호"
"Zip/Postal Code","Zip/Postal Code"
"n/a","n/a"
"or","or"
"register","register"
